日期,星期,最高气温,最低气温,天气,风向,风力
2018-04-06,星期五,16℃,2℃,晴,东风,微风
2018-04-07,星期六,21℃,5℃,晴,南风,微风
2018-04-08,星期日,29℃,7℃,晴,东北风,微风
2018-04-09,星期一,29℃,13℃,晴,南风,2级
2018-04-10,星期二,30℃,10℃,多云,东风,微风
2018-04-11,星期三,27℃,15℃,阴,西南风,1级
2018-04-12,星期四,16℃,10℃,小雨,东南风,1级
2018-04-13,星期五,13℃,9℃,小雨,南风,1级
2018-04-14,星期六,19℃,5℃,多云,西南风,1级
2018-04-15,星期日,20℃,6℃,多云,西南风,1级
2018-04-16,星期一,25℃,7℃,晴,东南风,1级
2018-04-17,星期二,29℃,11℃,晴,东风,微风
2018-04-18,星期三,32℃,15℃,晴,西北风,1级
2018-04-19,星期四,32℃,18℃,多云,东南风,2级
2018-04-20,星期五,26℃,13℃,中雨,东南风,1级
2018-04-21,星期六,28℃,14℃,多云,西南风,1级
2018-04-22,星期日,26℃,14℃,阵雨,东北风,1级
2018-04-23,星期一,22℃,14℃,阴,北风,1级
2018-04-24,星期二,18℃,12℃,小雨,南风,1级
2018-04-25,星期三,19℃,9℃,小雨,西南风,微风
2018-04-26,星期四,27℃,10℃,多云,北风,1级
2018-04-27,星期五,30℃,13℃,阴,东南风,微风
2018-04-28,星期六,26℃,14℃,多云,南风,2级
2018-04-29,星期日,32℃,12℃,晴,东南风,微风
2018-04-30,星期一,28℃,16℃,阴,东风,1级
2018-05-01,星期二,30℃,13℃,多云,东风,1级
2018-05-02,星期三,27℃,10℃,多云,东风,1级
2018-05-03,星期四,30℃,16℃,阴,北风,1级
2018-05-04,星期五,25℃,16℃,阴,东风,1级
2018-05-05,星期六,26℃,14℃,小雨,东南风,1级
2018-05-06,星期日,18℃,10℃,小雨,西南风,1级
2018-05-07,星期一,24℃,12℃,多云,西南风,1级
2018-05-08,星期二,25℃,15℃,阴,西北风,1级
2018-05-09,星期三,24℃,15℃,小雨,东北风,1级
2018-05-10,星期四,22℃,15℃,小雨,西南风,1级
2018-05-11,星期五,24℃,13℃,多云,东北风,微风
2018-05-12,星期六,24℃,11℃,多云,东南风,微风
2018-05-13,星期日,33℃,17℃,晴,西北风,1级
2018-05-14,星期一,31℃,20℃,多云,南风,1级
2018-05-15,星期二,34℃,20℃,多云,东南风,1级
2018-05-16,星期三,35℃,21℃,晴,北风,1级
2018-05-17,星期四,32℃,19℃,阴,东风,微风
2018-05-18,星期五,30℃,19℃,小雨,东北风,1级
2018-05-19,星期六,27℃,18℃,阵雨,西北风,微风
2018-05-20,星期日,24℃,15℃,阴,西北风,2级
2018-05-21,星期一,23℃,13℃,中雨,北风,2级
2018-05-22,星期二,26℃,11℃,多云,东南风,1级
2018-05-23,星期三,26℃,14℃,多云,西风,微风
2018-05-24,星期四,25℃,15℃,多云,东风,1级
2018-05-25,星期五,30℃,19℃,多云,西北风,1级
2018-05-26,星期六,24℃,13℃,阵雨,东南风,1级
2018-05-27,星期日,28℃,13℃,阴,东南风,1级
2018-05-28,星期一,31℃,14℃,多云,南风,1级
2018-05-29,星期二,30℃,13℃,阴,北风,微风
2018-05-30,星期三,29℃,15℃,多云,东南风,1级
2018-05-31,星期四,33℃,18℃,多云,北风,1级
2018-06-01,星期五,30℃,16℃,多云,南风,1级
2018-06-02,星期六,31℃,16℃,多云,北风,微风
2018-06-03,星期日,31℃,17℃,多云,东风,1级
2018-06-04,星期一,30℃,14℃,多云,东风,1级
2018-06-05,星期二,36℃,18℃,晴,东北风,微风
2018-06-06,星期三,38℃,22℃,多云,东风,1级
2018-06-07,星期四,33℃,19℃,多云,东南风,1级
2018-06-08,星期五,22℃,13℃,小雨,西南风,1级
2018-06-09,星期六,30℃,15℃,多云,东南风,1级
2018-06-10,星期日,34℃,16℃,晴,东风,微风
2018-06-11,星期一,36℃,20℃,多云,东南风,1级
2018-06-12,星期二,37℃,20℃,晴,东南风,1级
2018-06-13,星期三,39℃,21℃,多云,东北风,微风
2018-06-14,星期四,37℃,21℃,多云,南风,1级
2018-06-15,星期五,35℃,22℃,阴,东南风,1级
2018-06-16,星期六,28℃,22℃,小雨,北风,1级
2018-06-17,星期日,31℃,21℃,阴,南风,2级
2018-06-18,星期一,26℃,21℃,小雨,西北风,2级
2018-06-19,星期二,31℃,20℃,多云,东南风,1级
2018-06-20,星期三,34℃,20℃,多云,东南风,1级
2018-06-21,星期四,33℃,20℃,多云,南风,1级
2018-06-22,星期五,34℃,22℃,晴,东南风,1级
2018-06-23,星期六,35℃,23℃,多云,西风,微风
2018-06-24,星期日,35℃,24℃,阴,西北风,1级
2018-06-25,星期一,33℃,22℃,小雨,南风,1级
2018-06-26,星期二,30℃,23℃,中雨,西北风,1级
2018-06-27,星期三,33℃,23℃,阵雨,西南风,1级
2018-06-28,星期四,34℃,23℃,多云,东北风,微风
2018-06-29,星期五,34℃,24℃,小雨,西北风,1级
2018-06-30,星期六,33℃,22℃,多云,南风,2级
2018-07-01,星期日,34℃,23℃,阴,西风,1级
2018-07-02,星期一,28℃,21℃,大雨,南风,1级
2018-07-03,星期二,26℃,21℃,中雨,西南风,1级
2018-07-04,星期三,23℃,20℃,中雨,西风,1级
2018-07-05,星期四,30℃,21℃,多云,北风,微风
2018-07-06,星期五,33℃,22℃,多云,西北风,微风
2018-07-07,星期六,33℃,23℃,多云,西南风,微风
2018-07-08,星期日,30℃,22℃,小雨,西北风,微风
2018-07-09,星期一,26℃,21℃,小雨,西北风,1级
2018-07-10,星期二,26℃,23℃,中雨,东风,1级
2018-07-11,星期三,28℃,21℃,小雨,南风,1级
2018-07-12,星期四,30℃,22℃,小雨,西南风,微风
2018-07-13,星期五,32℃,23℃,阴,东南风,1级
2018-07-14,星期六,33℃,25℃,阵雨,南风,微风
2018-07-15,星期日,35℃,26℃,阵雨,东南风,1级
2018-07-16,星期一,36℃,25℃,阴,北风,1级
2018-07-17,星期二,36℃,26℃,晴,南风,1级
2018-07-18,星期三,38℃,27℃,多云,东南风,2级
2018-07-19,星期四,40℃,27℃,阴,南风,1级
2018-07-20,星期五,40℃,28℃,多云,南风,微风
2018-07-21,星期六,39℃,27℃,多云,西北风,1级
2018-07-22,星期日,40℃,27℃,多云,南风,1级
2018-07-23,星期一,40℃,28℃,晴,西南风,1级
2018-07-24,星期二,39℃,26℃,晴,南风,1级
2018-07-25,星期三,39℃,28℃,多云,南风,1级
2018-07-26,星期四,37℃,27℃,阵雨,西南风,1级
2018-07-27,星期五,37℃,26℃,阵雨,西南风,1级
2018-07-28,星期六,37℃,26℃,多云,东南风,2级
2018-07-29,星期日,37℃,26℃,多云,东南风,1级
2018-07-30,星期一,35℃,24℃,阵雨,东南风,1级
2018-07-31,星期二,34℃,25℃,阵雨,西北风,2级
2018-08-01,星期三,37℃,26℃,多云,南风,微风
2018-08-02,星期四,36℃,25℃,阵雨,南风,1级
2018-08-03,星期五,39℃,25℃,晴,东南风,1级
2018-08-04,星期六,38℃,25℃,晴,南风,1级
2018-08-05,星期日,39℃,26℃,晴,西风,1级
2018-08-06,星期一,37℃,26℃,多云,南风,1级
2018-08-07,星期二,39℃,26℃,小雨,南风,2级
2018-08-08,星期三,37℃,27℃,晴,西南风,1级
2018-08-09,星期四,38℃,26℃,多云,东南风,2级
2018-08-10,星期五,38℃,25℃,阵雨,南风,1级
2018-08-11,星期六,37℃,24℃,阴,南风,1级
2018-08-12,星期日,36℃,26℃,多云,东南风,1级
2018-08-13,星期一,37℃,25℃,多云,东南风,2级
2018-08-14,星期二,36℃,25℃,晴,东风,1级
2018-08-15,星期三,35℃,25℃,多云,东南风,1级
2018-08-16,星期四,33℃,22℃,小雨,西风,2级
2018-08-17,星期五,32℃,23℃,阵雨,南风,1级
2018-08-18,星期六,34℃,23℃,多云,东南风,1级
2018-08-19,星期日,35℃,23℃,晴,东风,1级
2018-08-20,星期一,36℃,25℃,晴,南风,1级
2018-08-21,星期二,35℃,24℃,多云,东风,2级
2018-08-22,星期三,28℃,22℃,阴,东风,1级
2018-08-23,星期四,31℃,20℃,多云,西风,微风
2018-08-24,星期五,32℃,22℃,晴,西风,1级
2018-08-25,星期六,33℃,23℃,多云,西南风,1级
2018-08-26,星期日,34℃,25℃,晴,南风,1级
2018-08-27,星期一,34℃,22℃,多云,东南风,1级
2018-08-28,星期二,34℃,23℃,多云,南风,微风
2018-08-29,星期三,35℃,24℃,晴,北风,微风
2018-08-30,星期四,35℃,24℃,多云,东南风,1级
2018-08-31,星期五,35℃,25℃,多云,东风,1级
2018-09-01,星期六,35℃,24℃,多云,西南风,1级
2018-09-02,星期日,31℃,23℃,多云,西南风,1级
2018-09-03,星期一,31℃,23℃,多云,西南风,1级
2018-09-04,星期二,31℃,19℃,多云,南风,3级
2018-09-05,星期三,23℃,19℃,小雨,西北风,1级
2018-09-06,星期四,27℃,17℃,多云,东风,1级
2018-09-10,星期一,28℃,18℃,多云,南风,2级
2018-09-11,星期二,29℃,20℃,晴,南风,1级
2018-09-12,星期三,29℃,20℃,多云,东南风,1级
2018-09-13,星期四,24℃,18℃,阵雨,东风,1级
2018-09-14,星期五,22℃,15℃,小雨,南风,1级
2018-09-16,星期日,20℃,14℃,小雨,东风,1级
2018-09-17,星期一,25℃,14℃,多云,西南风,1级
2018-09-18,星期二,20℃,16℃,小雨,南风,1级
2018-09-19,星期三,20℃,16℃,小雨,南风,1级
2018-09-20,星期四,23℃,13℃,阴,南风,1级
2018-09-21,星期五,26℃,11℃,多云,东风,微风
2018-09-22,星期六,26℃,14℃,晴,西南风,微风
2018-09-23,星期日,25℃,15℃,多云,北风,微风
2018-09-24,星期一,25℃,16℃,多云,南风,1级
2018-09-25,星期二,19℃,15℃,小雨,西南风,微风
2018-09-26,星期三,20℃,14℃,阴,西南风,1级
2018-09-27,星期四,17℃,8℃,小雨,西南风,1级
2018-09-28,星期五,25℃,10℃,晴,西南风,1级
2018-09-29,星期六,26℃,11℃,晴,西南风,微风
2018-09-30,星期日,23℃,11℃,多云,东风,1级
2018-10-01,星期一,23℃,11℃,晴,东南风,1级
2018-10-02,星期二,23℃,9℃,晴,东南风,1级
2018-10-03,星期三,25℃,9℃,晴,东南风,1级
2018-10-04,星期四,25℃,11℃,晴,南风,微风
2018-10-05,星期五,25℃,11℃,晴,东北风,1级
2018-10-06,星期六,21℃,11℃,阴,西北风,1级
2018-10-07,星期日,21℃,12℃,阴,西南风,1级
2018-10-08,星期一,19℃,9℃,小雨,西南风,1级
2018-10-09,星期二,21℃,10℃,多云,东南风,1级
2018-10-10,星期三,21℃,7℃,晴,南风,1级
2018-10-11,星期四,20℃,8℃,阴,北风,2级
2018-10-12,星期五,22℃,13℃,多云,西北风,1级
2018-10-13,星期六,19℃,11℃,小雨,东南风,1级
2018-10-14,星期日,18℃,10℃,阴,北风,1级
2018-10-15,星期一,21℃,9℃,晴,东风,1级
2018-10-16,星期二,22℃,10℃,多云,南风,1级
2018-10-17,星期三,20℃,11℃,多云,东南风,1级
2018-10-18,星期四,22℃,13℃,阴,东南风,1级
2018-10-19,星期五,17℃,10℃,阴,西风,微风
2018-10-20,星期六,16℃,10℃,阴,东南风,1级
2018-10-21,星期日,16℃,8℃,小雨,东南风,微风
2018-10-22,星期一,20℃,7℃,多云,东风,1级
2018-10-23,星期二,21℃,7℃,晴,东北风,微风
2018-10-24,星期三,20℃,12℃,多云,北风,1级
2018-10-25,星期四,21℃,10℃,晴,北风,微风
2018-10-26,星期五,19℃,5℃,晴,东风,微风
2018-10-27,星期六,20℃,4℃,晴,东北风,微风
2018-10-28,星期日,21℃,5℃,晴,南风,微风
2018-10-29,星期一,22℃,7℃,晴,东南风,1级
2018-10-30,星期二,23℃,5℃,多云,北风,微风
2018-10-31,星期三,22℃,5℃,晴,东南风,1级
2018-11-01,星期四,22℃,6℃,晴,东北风,微风
2018-11-02,星期五,22℃,9℃,晴,西北风,微风
2018-11-03,星期六,18℃,8℃,多云,南风,2级
2018-11-04,星期日,13℃,6℃,阴,东南风,1级
2018-11-05,星期一,10℃,6℃,小雨,南风,1级
2018-11-06,星期二,7℃,4℃,小雨,北风,1级
2018-11-07,星期三,8℃,0℃,小雨,东北风,微风
2018-11-08,星期四,16℃,1℃,晴,东南风,1级
2018-11-09,星期五,16℃,4℃,晴,东北风,2级
2018-11-10,星期六,13℃,2℃,阴,西南风,2级
2018-11-11,星期日,15℃,2℃,多云,东南风,1级
2018-11-12,星期一,14℃,3℃,多云,东北风,2级
2018-11-13,星期二,13℃,4℃,晴,东北风,2级
2018-11-14,星期三,10℃,5℃,小雨,西南风,2级
2018-11-15,星期四,10℃,5℃,小雨,西南风,2级
2018-11-16,星期五,5℃,1℃,小雨,西北风,2级
2018-11-17,星期六,7℃,1℃,阴,西南风,3级
2018-11-18,星期日,10℃,0℃,多云,东南风,1级
2018-11-19,星期一,12℃,0℃,多云,东北风,1级
2018-11-20,星期二,9℃,1℃,多云,西南风,2级
2018-11-21,星期三,9℃,-2℃,晴,东南风,2级
2018-11-22,星期四,12℃,0℃,多云,东南风,2级
2018-11-23,星期五,15℃,0℃,晴,东南风,2级
2018-11-24,星期六,14℃,3℃,多云,西南风,2级
2018-11-25,星期日,15℃,0℃,晴,东南风,1级
2018-11-26,星期一,15℃,0℃,多云,西南风,2级
2018-11-27,星期二,14℃,3℃,多云,东南风,1级
2018-11-28,星期三,14℃,0℃,多云,东南风,1级
2018-11-29,星期四,14℃,3℃,霾,东北风,2级
2018-11-30,星期五,11℃,3℃,霾,西南风,2级
2018-12-01,星期六,14℃,2℃,霾,西南风,2级
2018-12-02,星期日,11℃,3℃,霾,西南风,4级
2018-12-03,星期一,9℃,-1℃,霾,西南风,2级
2018-12-04,星期二,7℃,0℃,多云,东北风,2级
2018-12-05,星期三,5℃,-1℃,小雨,西南风,2级
2018-12-06,星期四,6℃,-2℃,多云,东北风,2级
2018-12-07,星期五,2℃,-3℃,小雪,东北风,2级
2018-12-08,星期六,0℃,-6℃,阴,东北风,3级
2018-12-09,星期日,2℃,-4℃,多云,东北风,2级
2018-12-10,星期一,2℃,-4℃,阴,西南风,2级
2018-12-11,星期二,2℃,-5℃,多云,西北风,1级
2018-12-12,星期三,3℃,-5℃,晴,东北风,1级
2018-12-13,星期四,4℃,-5℃,霾,东北风,2级
2018-12-14,星期五,4℃,-4℃,晴,东北风,2级
2018-12-15,星期六,8℃,-2℃,霾,西南风,3级
2018-12-16,星期日,11℃,-2℃,晴,西南风,2级
2018-12-17,星期一,9℃,-1℃,晴,东南风,2级
2018-12-18,星期二,10℃,-2℃,霾,东南风,1级
2018-12-19,星期三,9℃,-2℃,阴,东北风,1级
2018-12-20,星期四,8℃,-1℃,多云,西南风,3级
2018-12-21,星期五,6℃,0℃,阴,西北风,1级
2018-12-22,星期六,7℃,-3℃,阴,西南风,2级
2018-12-23,星期日,2℃,-2℃,多云,东北风,2级
2018-12-24,星期一,4℃,-1℃,阴,西北风,1级
2018-12-25,星期二,6℃,-1℃,阴,西南风,2级
2018-12-26,星期三,5℃,0℃,阴,东北风,1级
2018-12-27,星期四,0℃,-4℃,雨夹雪,西北风,2级
2018-12-28,星期五,-2℃,-5℃,阴,西南风,2级
2018-12-29,星期六,0℃,-7℃,多云,东北风,2级
2018-12-30,星期日,0℃,-6℃,晴,东北风,2级
2018-12-31,星期一,0℃,-6℃,晴,西南风,2级
2019-01-01,星期二,1℃,-7℃,多云,东北风,1级
2019-01-02,星期三,1℃,-7℃,多云,西南风,1级
2019-01-03,星期四,1℃,-3℃,多云,西南风,3级
2019-01-04,星期五,3℃,-5℃,多云,东北风,1级
2019-01-05,星期六,3℃,-5℃,多云,东北风,2级
2019-01-06,星期日,0℃,-4℃,多云,西南风,3级
2019-01-07,星期一,7℃,-5℃,多云,西南风,2级
2019-01-08,星期二,3℃,-2℃,阴,东北风,2级
2019-01-09,星期三,1℃,-6℃,阴,东北风,3级
2019-01-10,星期四,1℃,-4℃,阴,西南风,2级
2019-01-11,星期五,5℃,-6℃,雾,西北风,1级
2019-01-12,星期六,6℃,-5℃,多云,东北风,1级
2019-01-13,星期日,4℃,-4℃,阴,西北风,1级
2019-01-14,星期一,5℃,-5℃,多云,西南风,2级
2019-01-15,星期二,4℃,-7℃,阴,东北风,2级
2019-01-16,星期三,1℃,-6℃,晴,西南风,3级
2019-01-17,星期四,5℃,-6℃,晴,西北风,1级
2019-01-18,星期五,4℃,-4℃,多云,东南风,1级
2019-01-19,星期六,9℃,-5℃,多云,西南风,2级
2019-01-20,星期日,6℃,-6℃,阴,西南风,2级
2019-01-21,星期一,7℃,-5℃,晴,西南风,3级
2019-01-22,星期二,12℃,-4℃,晴,东北风,微风
2019-01-23,星期三,9℃,-5℃,晴,西北风,1级
2019-01-24,星期四,4℃,0℃,多云,西南风,1级
2019-01-25,星期五,9℃,-2℃,多云,东北风,3级
2019-01-26,星期六,6℃,0℃,阴,东北风,3级
2019-01-27,星期日,5℃,-2℃,阴,西南风,2级
2019-01-28,星期一,7℃,-1℃,阴,东北风,1级
2019-01-29,星期二,10℃,1℃,多云,东南风,2级
2019-01-30,星期三,4℃,-1℃,雨夹雪,东北风,2级
2019-01-31,星期四,5℃,-7℃,阴,东南风,2级
2019-02-01,星期五,4℃,-3℃,晴,东北风,2级
2019-02-02,星期六,11℃,0℃,多云,西北风,3级
2019-02-03,星期日,11℃,-3℃,阴,西南风,2级
2019-02-04,星期一,13℃,0℃,阴,西北风,微风
2019-02-05,星期二,10℃,-1℃,阴,东北风,2级
2019-02-06,星期三,13℃,1℃,阴,东南风,1级
2019-02-07,星期四,5℃,-1℃,阴,东北风,3级
2019-02-08,星期五,0℃,-3℃,阴,东北风,1级
2019-02-09,星期六,0℃,-4℃,阴,东北风,3级
2019-02-10,星期日,1℃,-6℃,阴,西北风,1级
2019-02-11,星期一,1℃,-4℃,多云,西北风,1级
2019-02-12,星期二,7℃,-1℃,阴,东北风,2级
2019-02-13,星期三,2℃,-2℃,阴,东北风,4级
2019-02-14,星期四,4℃,-3℃,阴,东北风,2级
2019-02-15,星期五,7℃,-3℃,多云,东北风,2级
2019-02-16,星期六,3℃,-3℃,阴,东北风,2级
2019-02-17,星期日,2℃,-1℃,阴,西南风,1级
2019-02-18,星期一,1℃,-3℃,阴,东北风,2级
2019-02-19,星期二,6℃,-1℃,多云,东南风,1级
2019-02-20,星期三,8℃,1℃,阴,西南风,1级
2019-02-21,星期四,6℃,-2℃,阴,西南风,3级
2019-02-22,星期五,8℃,-1℃,多云,西南风,2级
2019-02-23,星期六,11℃,0℃,阴,东北风,1级
2019-02-24,星期日,12℃,2℃,阴,西南风,1级
2019-02-25,星期一,14℃,5℃,多云,东北风,2级
2019-02-26,星期二,5℃,4℃,阴,东北风,1级
2019-02-27,星期三,9℃,1℃,阴,西南风,1级
2019-02-28,星期四,10℃,5℃,多云,东北风,2级
2019-03-01,星期五,12℃,5℃,阴,东南风,2级
2019-03-02,星期六,7℃,1℃,阴,东南风,1级
2019-03-03,星期日,13℃,3℃,雾,东北风,2级
2019-03-04,星期一,13℃,3℃,阴,西南风,2级
2019-03-05,星期二,17℃,3℃,阴,西北风,1级
2019-03-06,星期三,17℃,8℃,多云,东北风,2级
2019-03-07,星期四,14℃,4℃,阴,东北风,3级
2019-03-08,星期五,12℃,3℃,阴,东北风,1级
2019-03-09,星期六,19℃,3℃,阴,东北风,1级
2019-03-10,星期日,12℃,0℃,阴,西南风,2级
2019-03-11,星期一,17℃,2℃,多云,西南风,2级
2019-03-12,星期二,19℃,5℃,晴,东北风,3级
2019-03-13,星期三,14℃,4℃,阴,西南风,3级
2019-03-14,星期四,20℃,2℃,多云,西南风,3级
2019-03-15,星期五,20℃,5℃,阴,东北风,3级
2019-03-16,星期六,22℃,6℃,阴,北风,1级
2019-03-17,星期日,21℃,9℃,阴,西南风,2级
2019-03-18,星期一,24℃,10℃,晴,东南风,2级
2019-03-19,星期二,22℃,11℃,阴,东南风,3级
2019-03-20,星期三,25℃,8℃,多云,西北风,3级
2019-03-21,星期四,11℃,4℃,浮尘,东南风,2级
2019-03-22,星期五,14℃,3℃,阴,西北风,2级
2019-03-23,星期六,18℃,5℃,阴,东北风,3级
2019-03-24,星期日,19℃,5℃,阴,西北风,2级
2019-03-25,星期一,23℃,8℃,晴,西北风,1级
2019-03-26,星期二,24℃,12℃,多云,东北风,2级
2019-03-27,星期三,21℃,9℃,阴,西南风,2级
2019-03-28,星期四,26℃,9℃,晴,东南风,2级
2019-03-29,星期五,24℃,6℃,阴,南风,微风
2019-03-30,星期六,19℃,6℃,多云,东北风,1级
2019-03-31,星期日,20℃,7℃,阴,东北风,1级
2019-04-01,星期一,22℃,10℃,阴,东北风,1级
2019-04-02,星期二,16℃,10℃,阴,西南风,1级
2019-04-03,星期三,22℃,10℃,阴,东北风,3级
2019-04-04,星期四,25℃,9℃,晴,西南风,3级
2019-04-05,星期五,30℃,13℃,晴,东南风,2级
2019-04-06,星期六,32℃,13℃,多云,西南风,2级
2019-04-07,星期日,29℃,16℃,多云,东北风,3级
2019-04-08,星期一,26℃,14℃,阴,东北风,5级
2019-04-09,星期二,19℃,9℃,阴,东北风,4级
2019-04-10,星期三,12℃,7℃,阴,西南风,1级
2019-04-11,星期四,22℃,10℃,多云,东北风,2级
2019-04-12,星期五,13℃,7℃,阴,东南风,2级
2019-04-13,星期六,16℃,10℃,阴,西南风,2级
2019-04-14,星期日,20℃,11℃,多云,东北风,3级
2019-04-15,星期一,24℃,10℃,阴,西南风,3级
2019-04-16,星期二,29℃,13℃,晴,东北风,2级
2019-04-17,星期三,27℃,17℃,晴,东北风,1级
2019-04-18,星期四,32℃,17℃,晴,东北风,5级
2019-04-19,星期五,27℃,13℃,多云,东北风,6级
2019-04-20,星期六,15℃,11℃,阴,西南风,3级
2019-04-21,星期日,19℃,14℃,阴,东北风,2级
2019-04-22,星期一,23℃,15℃,多云,东北风,3级
2019-04-23,星期二,25℃,14℃,晴,西南风,2级
2019-04-24,星期三,28℃,15℃,晴,西北风,3级
2019-04-25,星期四,30℃,16℃,晴,东北风,4级
2019-04-26,星期五,19℃,11℃,多云,东北风,6级
2019-04-27,星期六,12℃,10℃,阴,东南风,5级
2019-04-28,星期日,11℃,9℃,阴,西南风,1级
2019-04-29,星期一,23℃,14℃,阴,西北风,2级
2019-04-30,星期二,24℃,13℃,阴,东北风,1级
2019-05-01,星期三,21℃,15℃,多云,东北风,5级
2019-05-02,星期四,23℃,13℃,多云,东北风,2级
2019-05-03,星期五,21℃,14℃,阴,东北风,2级
2019-05-04,星期六,26℃,16℃,阴,东北风,1级
2019-05-05,星期日,26℃,11℃,阴,东南风,2级
2019-05-06,星期一,15℃,9℃,阴,东北风,2级
2019-05-07,星期二,14℃,10℃,阴,东北风,2级
2019-05-08,星期三,22℃,12℃,阴,西北风,2级
2019-05-09,星期四,24℃,10℃,阴,西南风,2级
2019-05-10,星期五,27℃,15℃,阴,西南风,2级
2019-05-11,星期六,30℃,13℃,阴,西南风,1级
2019-05-12,星期日,22℃,14℃,霾,西南风,2级
2019-05-13,星期一,25℃,14℃,扬沙,东北风,2级
2019-05-14,星期二,19℃,13℃,阴,西南风,2级
2019-05-15,星期三,29℃,14℃,阴,西南风,2级
2019-05-16,星期四,23℃,14℃,阴,西北风,1级
2019-05-17,星期五,28℃,18℃,晴,东北风,3级
2019-05-18,星期六,27℃,17℃,阴,西南风,3级
2019-05-19,星期日,25℃,13℃,阴,西北风,3级
2019-05-20,星期一,25℃,12℃,阴,西南风,2级
2019-05-21,星期二,31℃,14℃,阴,西南风,2级
2019-05-22,星期三,35℃,17℃,晴,东南风,2级
2019-05-23,星期四,36℃,20℃,阴,东南风,3级
2019-05-24,星期五,35℃,20℃,阴,东北风,1级
2019-05-25,星期六,36℃,22℃,多云,东南风,1级
2019-05-26,星期日,34℃,18℃,多云,西北风,3级
2019-05-27,星期一,24℃,13℃,阴,西南风,3级
2019-05-28,星期二,14℃,11℃,阴,西北风,1级
2019-05-29,星期三,21℃,15℃,阴,西南风,2级
2019-05-30,星期四,30℃,17℃,阴,西南风,2级
2019-05-31,星期五,30℃,16℃,阴,东南风,2级
2019-06-01,星期六,34℃,18℃,阴,西南风,2级
2019-06-02,星期日,37℃,19℃,晴,西南风,4级
2019-06-03,星期一,37℃,20℃,多云,东北风,1级
2019-06-04,星期二,37℃,18℃,阴,西南风,2级
2019-06-05,星期三,18℃,17℃,阴,西南风,2级
2019-06-06,星期四,29℃,16℃,阴,东北风,1级
2019-06-07,星期五,31℃,18℃,多云,西南风,2级
2019-06-08,星期六,33℃,20℃,阴,西南风,1级
2019-06-09,星期日,33℃,21℃,多云,西南风,2级
2019-06-10,星期一,37℃,24℃,多云,西南风,2级
2019-06-11,星期二,32℃,22℃,阴,东南风,2级
2019-06-12,星期三,33℃,19℃,多云,西南风,1级
2019-06-13,星期四,34℃,20℃,晴,西北风,2级
2019-06-14,星期五,36℃,21℃,阴,东南风,3级
2019-06-15,星期六,28℃,18℃,阴,西南风,2级
2019-06-16,星期日,31℃,24℃,多云,西南风,2级
2019-06-17,星期一,32℃,22℃,阴,东南风,2级
2019-06-18,星期二,32℃,25℃,多云,西南风,1级
2019-06-19,星期三,28℃,22℃,阴,东北风,3级
2019-06-20,星期四,20℃,19℃,阴,东北风,2级
2019-06-21,星期五,21℃,19℃,阴,东北风,1级
2019-06-22,星期六,26℃,18℃,阴,西南风,1级
2019-06-23,星期日,31℃,22℃,多云,东北风,2级
2019-06-24,星期一,24℃,19℃,阴,东北风,2级
2019-06-25,星期二,31℃,21℃,阴,东北风,3级
2019-06-26,星期三,32℃,22℃,多云,西南风,2级
2019-06-27,星期四,24℃,19℃,小雨,东北风,2级
2019-06-28,星期五,21℃,17℃,阴,东南风,2级
2019-06-29,星期六,26℃,19℃,多云,西南风,2级
2019-06-30,星期日,31℃,18℃,多云,东南风,2级
2019-07-01,星期一,34℃,20℃,多云,东北风,2级
2019-07-02,星期二,32℃,21℃,阴,西南风,2级
2019-07-03,星期三,33℃,21℃,阴,西南风,2级
2019-07-04,星期四,35℃,19℃,多云,东南风,3级
2019-07-05,星期五,36℃,20℃,晴,西南风,2级
2019-07-06,星期六,33℃,20℃,多云,西南风,2级
2019-07-07,星期日,34℃,21℃,多云,东南风,3级
2019-07-08,星期一,24℃,20℃,阴,东南风,1级
2019-07-09,星期二,28℃,19℃,阴,东南风,2级
2019-07-10,星期三,31℃,19℃,多云,东北风,2级
2019-07-11,星期四,32℃,21℃,多云,西南风,3级
2019-07-12,星期五,31℃,22℃,阴,东北风,2级
2019-07-13,星期六,35℃,21℃,晴,东北风,1级
2019-07-14,星期日,37℃,23℃,多云,东北风,3级
2019-07-15,星期一,34℃,25℃,多云,东南风,2级
2019-07-16,星期二,28℃,21℃,阴,东北风,3级
2019-07-17,星期三,22℃,21℃,阴,东北风,3级
2019-07-18,星期四,23℃,21℃,阴,西北风,1级
2019-07-19,星期五,28℃,21℃,阴,西南风,2级
2019-07-20,星期六,34℃,24℃,多云,东北风,3级
2019-07-21,星期日,33℃,24℃,多云,东北风,1级
2019-07-22,星期一,26℃,20℃,阴,西南风,1级
2019-07-23,星期二,35℃,22℃,阴,东南风,2级
2019-07-24,星期三,32℃,24℃,阴,东南风,1级
2019-07-25,星期四,37℃,25℃,多云,东北风,3级
2019-07-26,星期五,30℃,24℃,晴,东南风,4级
2019-07-27,星期六,38℃,27℃,多云,东北风,2级
2019-07-28,星期日,40℃,26℃,多云,东北风,3级
2019-07-29,星期一,28℃,22℃,阴,西北风,微风
2019-07-30,星期二,36℃,22℃,多云,东北风,2级
2019-07-31,星期三,37℃,25℃,晴,东北风,3级
2019-08-01,星期四,35℃,25℃,多云,东南风,3级
