所在城市,所在区县,所在街道或地区,小区名称,面积,租赁方式,朝向,月租,计费方式,室,厅,卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
天津,塘沽,新村街,新兴里(塘沽区),62,整租,南,1400,None,2,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,华木里,18,合租,南,1050,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,12,无,免费使用,民水,民电,有,自采暖
天津,武清,下朱庄,亿馨园,90,整租,南,750,季付价,3,1,1,随时入住,1年以内,需提前预约,中楼层,8,有,免费使用,民水,民电,有,集中供暖
天津,西青,精武镇,华木里,17,合租,南,1050,月付价,3,1,1,随时入住,3~12个月,随时可看,中楼层,5,无,免费使用,民水,民电,有,自采暖
天津,西青,中北镇,碧水家园A区,18,合租,东,880,月付价,3,1,1,随时入住,1年,随时可看,低楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,红桥,铃铛阁,新春花苑,16,合租,南,999,月付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,9,无,免费使用,民水,民电,有,集中供暖
天津,宁河,宁河,金橋小區,93,整租,南,1200,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,5,无,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
天津,南开,广开街,广泰园,15,合租,南,850,季付价,5,1,1,随时入住,2~10个月,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,塘沽,北塘街,融创君澜,89,整租,南,1500,季付价,2,2,1,随时入住,3年以内,需提前预约,中楼层,27,有,免费使用,民水,民电,有,集中供暖
天津,南开,嘉陵道街,泊江东里,14,合租,南,900,季付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,武清,下朱庄,英伦假日,87,整租,南,600,半年付价,2,1,1,随时入住,2年以内,需提前预约,高楼层,12,有,免费使用,民水,民电,有,集中供暖
天津,南开,长虹街,平陆西里,15,合租,南,1000,季付价,4,1,1,随时入住,1~12个月,随时可看,高楼层,5,无,租用车位,民水,民电,有,集中供暖
天津,武清,南湖,花样年家天下,81,整租,南,800,半年付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,15,有,免费使用,民水,民电,有,集中供暖
天津,滨海,大港,胜利里,71,整租,南,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,北辰,双街,融创半湾半岛,89,整租,北,1000,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,28,有,暂无数据,民水,民电,有,集中供暖
天津,东丽,万新街,海明园(东丽区),81,整租,南,1200,季付价,2,1,1,随时入住,2年以内,需提前预约,高楼层,8,有,暂无数据,民水,民电,有,集中供暖
天津,津南,咸水沽,普明里丁区,75,整租,南,900,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,南开,广开街,广丰园,20,合租,东,1199,季付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,武清,下朱庄,君利花园,84,整租,南,700,None,2,2,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,南开,体育中心街,阳光壹佰东园,15,合租,南,1200,月付价,5,1,1,随时入住,1~12个月,随时可看,中楼层,18,有,租用车位,民水,民电,有,集中供暖
天津,宁河,宁河,宁新花园东区,80,整租,南,1200,None,2,1,1,随时入住,1年以内,需提前预约,低楼层,27,无,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,宝坻,南关大街,宝平景苑西区,107,整租,南,1000,None,3,2,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,开发,第三大街,汇泉园,79,整租,南,2500,None,2,1,1,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,津南,咸水沽,风明里,60,整租,南,850,季付价,2,1,1,随时入住,3年以内,需提前预约,高楼层,6,无,免费使用,暂无数据,暂无数据,有,集中供暖
天津,北辰,双街,融创半湾半岛,88,整租,南,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,28,有,暂无数据,民水,民电,有,集中供暖
天津,津南,咸水沽,祥福里,96,整租,南,1000,季付价,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,免费使用,暂无数据,暂无数据,有,集中供暖
天津,海河教育园,咸水沽,诚信里小区,118,整租,南,1300,None,3,1,1,随时入住,暂无数据,一般下班后可看,高楼层,6,有,暂无数据,民水,民电,有,集中供暖
天津,河西,陈塘庄,天房美棠,14,合租,南,1098,月付价,4,1,1,随时入住,3~12个月,随时可看,中楼层,32,有,免费使用,民水,民电,有,集中供暖
天津,武清,下朱庄,君利花园,114,整租,南,600,None,3,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,南开,体育中心街,阳光壹佰东园,15,合租,南,1200,月付价,4,1,1,随时入住,1~12个月,随时可看,高楼层,18,有,租用车位,民水,民电,有,集中供暖
天津,宝坻,北城路,宝鑫景苑,90,整租,南,900,None,2,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,河西,陈塘庄,中海寰宇天下,14,合租,南,1098,月付价,3,1,1,随时入住,2~12个月,随时可看,中楼层,29,有,免费使用,民水,民电,有,集中供暖
天津,东丽,东丽湖,朗钜维尔蓝堤花园,90,整租,南,1100,季付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,河北,王串场,汇仁云居,13,合租,南,1150,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,28,有,租用车位,民水,民电,有,集中供暖
天津,南开,嘉陵道街,泊江东里,15,合租,南,1150,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,南开,嘉陵道街,泊江东里,16,合租,南,1150,季付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,武清,下朱庄,君利花园,114,整租,南,600,None,3,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,南开,体育中心街,阳光壹佰东园,15,合租,南,1200,月付价,5,1,1,随时入住,1~12个月,随时可看,中楼层,18,有,租用车位,民水,民电,有,集中供暖
天津,宁河,宁河,宁新花园东区,80,整租,南,1200,None,2,1,1,随时入住,1年以内,需提前预约,低楼层,27,无,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,南开,长虹街,平陆西里,15,合租,南,1000,月付价,4,1,1,随时入住,1~12个月,随时可看,中楼层,5,无,租用车位,民水,民电,有,集中供暖
天津,武清,下朱庄,龙祥园,140,整租,南,650,半年付价,4,2,2,随时入住,1年以内,需提前预约,低楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,南开,嘉陵道街,泊江东里,15,合租,南,1100,月付价,3,1,1,随时入住,1~12个月,随时可看,低楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,北辰,北仓镇,荣翠园,85,整租,南,900,季付价,2,1,1,随时入住,2年以内,需提前预约,低楼层,27,有,免费使用,暂无数据,暂无数据,有,集中供暖
天津,开发,开发区,清谷,90,整租,南,2300,None,2,1,1,随时入住,1年以内,需提前预约,高楼层,17,有,暂无数据,民水,民电,有,集中供暖
天津,武清,南湖,花样年家天下,81,整租,南,800,半年付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,15,有,免费使用,民水,民电,有,集中供暖
天津,塘沽,北塘街,融创君澜,89,整租,南,1500,季付价,2,2,1,随时入住,3年以内,需提前预约,中楼层,27,有,免费使用,民水,民电,有,集中供暖
天津,东丽,万新街,融创融园,96,整租,南,1300,季付价,3,2,1,随时入住,2年以内,需提前预约,低楼层,24,有,暂无数据,民水,民电,有,集中供暖
天津,河东,太阳城,彩丽园,10,合租,南,1030,季付价,3,1,1,随时入住,1年,随时可看,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,北辰,北仓镇,荣乐园,83,整租,西,1000,None,2,1,1,随时入住,2年以内,需提前预约,中楼层,26,有,免费使用,暂无数据,暂无数据,有,集中供暖
天津,河东,常州道,柏丽花园,15,合租,南,1150,季付价,4,1,1,随时入住,1~12个月,随时可看,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,津南,咸水沽,风明里,60,整租,南,850,季付价,2,1,1,随时入住,3年以内,需提前预约,高楼层,6,无,免费使用,暂无数据,暂无数据,有,集中供暖
天津,北辰,双街,融创半湾半岛,88,整租,南,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,28,有,暂无数据,民水,民电,有,集中供暖
天津,武清,下朱庄,君利花园,84,整租,南,700,None,2,2,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,宝坻,宝坻其他东,核工业二四七大队,100,整租,南,600,半年付价,3,1,1,随时入住,1年以内,需提前预约,高楼层,5,无,免费使用,暂无数据,暂无数据,有,集中供暖
天津,津南,咸水沽,富力又一城合雅园,84,整租,西,800,None,3,2,1,随时入住,暂无数据,需提前预约,中楼层,11,有,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,宝坻,建设路,新保楼小区,114,整租,南,1000,None,3,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,宁河,宁河,宁新花园西区,93,整租,南,1100,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,32,无,免费使用,暂无数据,暂无数据,有,集中供暖
天津,河西,陈塘庄,中海复兴九里,15,合租,南,1200,月付价,4,1,1,随时入住,1~12个月,随时可看,中楼层,10,有,租用车位,民水,民电,有,集中供暖
天津,北辰,双街,融创东岸名郡,102,整租,南,800,None,3,2,2,随时入住,暂无数据,需提前预约,中楼层,7,有,暂无数据,民水,民电,有,集中供暖
天津,南开,万兴街,协龙里,59,整租,西,1498,年付价,1,1,1,随时入住,1年,随时可看,高楼层,7,无,暂无数据,民水,民电,有,暂无数据
天津,北辰,双街,融创东岸名郡,90,整租,南,600,None,3,2,1,随时入住,暂无数据,需提前预约,低楼层,8,有,暂无数据,民水,民电,有,集中供暖
天津,河西,梅江,海逸长洲瀚景园,16,合租,南,1598,月付价,4,0,1,随时入住,2~12个月,随时可看,高楼层,24,有,租用车位,民水,民电,有,集中供暖
天津,宝坻,海滨,天泰园,93,整租,南,1000,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,荣水里,25,合租,南,898,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,南开,长虹街,阳城里,12,合租,南,950,季付价,5,1,1,随时入住,1~4个月,随时可看,高楼层,7,无,租用车位,民水,民电,有,集中供暖
天津,河北,光复道,旺海公府,15,合租,南,1350,月付价,2,1,1,随时入住,1年,随时可看,中楼层,35,有,租用车位,民水,民电,有,集中供暖
天津,宝坻,海滨,天泰园,93,整租,南,1000,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,河东,春华街,华亭里(河东区),40,整租,东,1599,季付价,1,1,1,随时入住,3~12个月,随时可看,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,众合里,82,整租,南,899,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河东,春华街,华亭里(河东区),60,整租,南,1599,月付价,1,1,1,随时入住,3~12个月,随时可看,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,武清,武清其它,景瑞花园,85,整租,南,800,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,南开,万兴街,三潭东里,11,合租,南,750,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,北辰,北仓镇,盛逸园,99,整租,南,850,None,3,1,1,随时入住,暂无数据,需提前预约,低楼层,23,有,暂无数据,民水,民电,暂无数据,集中供暖
天津,宝坻,海滨,博智剑桥郡,120,整租,南,1000,None,3,2,1,随时入住,1年以内,需提前预约,低楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,塘沽,新村街,正康里,70,整租,南,1500,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,宝坻,潮阳大道,翰墨园,69,整租,南,1000,None,2,1,1,随时入住,暂无数据,需提前预约,低楼层,16,有,暂无数据,民水,民电,有,集中供暖
天津,塘沽,北塘街,水岸花园,86,整租,南,1000,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,河北,鸿顺里街,天津诺德中心,11,合租,南,1490,季付价,3,1,1,随时入住,1年,随时可看,高楼层,32,有,暂无数据,民水,民电,有,集中供暖
天津,武清,南湖,逸溪苑,115,整租,南,800,年付价,3,2,2,随时入住,1年以内,需提前预约,低楼层,8,有,暂无数据,民水,民电,有,集中供暖
天津,河西,越秀路,爱国里,10,合租,东,1590,季付价,2,1,1,随时入住,1年,随时可看,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,宝坻,南关大街,宝平景苑,83,整租,南,900,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,海河教育园,咸水沽,龙湖天宸原著,92,整租,南,1200,None,3,2,1,随时入住,暂无数据,需提前预约,低楼层,8,有,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,宝坻,翡翠湾,灵秀丽苑,92,整租,南,800,半年付价,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,宝坻,翡翠湾,灵秀丽苑,74,整租,南,900,半年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,22,有,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,益华里,96,整租,南,900,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,滨海,大港,建安里,60,整租,南,900,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,滨海,大港,建安里,69,整租,南,900,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,南开,广开街,广林园,15,合租,南,900,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,7,有,免费使用,民水,民电,有,集中供暖
天津,北辰,北仓镇,荣悦园,60,整租,南,600,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,南开,鼓楼街,尚佳新苑,20,合租,东,1199,季付价,4,1,2,随时入住,1~12个月,随时可看,高楼层,20,有,暂无数据,民水,民电,有,集中供暖
天津,海河教育园,咸水沽,龙湖天宸原著,125,整租,南,1200,None,3,2,2,随时入住,暂无数据,需提前预约,高楼层,8,有,暂无数据,民水,民电,有,集中供暖
天津,河北,靖江路,靖辰公寓,30,合租,南,1000,季付价,3,1,1,随时入住,1年,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,滨海,大港,花园南里,62,整租,南,800,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,4,无,暂无数据,民水,民电,有,暂无数据
天津,河东,春华街,福旺花园,12,合租,南,800,季付价,4,1,1,随时入住,3~12个月,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,南开,广开街,永基花园,10,合租,东,601,季付价,4,1,1,随时入住,3~12个月,随时可看,中楼层,30,有,免费使用,民水,民电,有,集中供暖
天津,南开,万兴街,万维花园,22,合租,南,601,月付价,4,1,1,随时入住,1个月以上,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,北辰,北仓镇,美震瑞景时代,76,整租,南,800,None,2,2,1,随时入住,暂无数据,需提前预约,中楼层,26,有,暂无数据,民水,民电,有,集中供暖
天津,河北,光复道,琴海公寓,14,合租,东,950,季付价,4,1,1,随时入住,2~7个月,随时可看,高楼层,10,有,租用车位,民水,民电,有,集中供暖
天津,滨海,大港,六合里(大港区),77,整租,南,1000,季付价,2,1,1,随时入住,2年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,南开,广开街,永基花园,10,合租,东,601,季付价,4,1,1,随时入住,3~12个月,随时可看,中楼层,30,有,免费使用,民水,民电,有,集中供暖
天津,武清,黄庄,亚泰澜公馆,119,整租,南,800,半年付价,3,2,2,随时入住,2年以内,需提前预约,中楼层,18,有,租用车位,民水,民电,有,集中供暖
天津,河东,春华街,东屏园,15,合租,南,850,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,武清,下朱庄,云舒花园,130,整租,南,500,年付价,3,2,2,随时入住,1年以内,需提前预约,中楼层,8,有,免费使用,民水,民电,有,集中供暖
天津,津南,北闸口,天地源欧筑1898尚智园,95,整租,南,900,半年付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,6,有,暂无数据,民水,民电,有,集中供暖
天津,滨海,大港,振业里,63,整租,南,900,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,滨海,大港,新天地商业广场,55,整租,南,800,None,1,1,1,随时入住,暂无数据,需提前预约,高楼层,24,有,暂无数据,商水,商电,无,集中供暖
天津,滨海,大港,前进里,59,整租,东,800,None,2,1,1,20200715,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河北,江都路,月梦园,13,合租,南,700,季付价,5,2,1,随时入住,1~3年,随时可看,高楼层,7,无,租用车位,民水,民电,有,集中供暖
天津,东丽,东丽湖,北大资源阅府,84,整租,东,1350,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,33,有,免费使用,民水,民电,有,集中供暖
天津,南开,向阳路,宜君北里,15,合租,南,899,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,照明北里,64,整租,南,1000,季付价,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,滨海,大港,前光里,59,整租,南,1000,季付价,2,1,1,随时入住,暂无数据,需提前预约,低楼层,6,无,免费使用,暂无数据,暂无数据,有,集中供暖
天津,武清,下朱庄,颐清花园,76,整租,南,500,None,2,1,1,随时入住,1年以内,需提前预约,中楼层,8,有,暂无数据,民水,民电,有,集中供暖
天津,武清,静湖,紫韵枫尚,84,整租,南,600,年付价,2,2,1,随时入住,2年以内,需提前预约,高楼层,16,有,免费使用,民水,民电,有,集中供暖
天津,东丽,东丽湖,阅湖苑,90,整租,南,1400,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,津南,咸水沽,鑫洋园,90,整租,南,800,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,26,无,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,滨海,汉沽,馨韵华庭,168,整租,南,1000,None,3,1,2,随时入住,1年以内,需提前预约,高楼层,26,有,暂无数据,民水,民电,有,集中供暖
天津,河东,春华街,福旺花园,12,合租,南,800,季付价,4,1,1,随时入住,3~12个月,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,富源里(津南区),97,整租,南,700,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,北辰,双环邨,佳安里,10,合租,南,610,月付价,4,1,1,随时入住,5个月,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,海河教育园,咸水沽,龙湖天宸原著,90,整租,南,1300,季付价,2,2,1,随时入住,1年以内,需提前预约,低楼层,12,有,暂无数据,民水,民电,有,集中供暖
天津,南开,万兴街,万维花园,22,合租,南,601,月付价,4,1,1,随时入住,1个月以上,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,津南,小站镇,天山·水榭花都,97,整租,南,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,28,有,暂无数据,民水,民电,有,集中供暖
天津,河北,新开河,瑜峰园,10,合租,西,610,季付价,5,1,1,随时入住,6~12个月,随时可看,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,河北,江都路,月梦园,21,合租,南,1050,年付价,5,2,1,随时入住,1~3年,随时可看,高楼层,7,无,租用车位,民水,民电,有,集中供暖
天津,南开,万兴街,三潭东里,11,合租,南,750,月付价,3,1,1,随时入住,1~12个月,随时可看,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,北辰,北仓镇,荣悦园,60,整租,南,600,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,南开,长虹街,平利里,8,合租,南,601,季付价,3,1,1,随时入住,3个月以上,随时可看,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,海河教育园,咸水沽,龙湖天宸原著,125,整租,南,1200,None,3,2,2,随时入住,暂无数据,需提前预约,高楼层,8,有,暂无数据,民水,民电,有,集中供暖
天津,南开,王顶堤,淦江东里,15,合租,南,900,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,5,无,免费使用,民水,民电,有,集中供暖
天津,北辰,双街,融创东岸名郡,92,整租,南,1000,None,2,2,1,随时入住,暂无数据,需提前预约,中楼层,6,有,暂无数据,民水,民电,有,集中供暖
天津,河西,陈塘庄,中海寰宇天下,14,合租,南,1360,季付价,3,1,1,随时入住,1年,随时可看,高楼层,29,有,暂无数据,民水,民电,有,集中供暖
天津,塘沽,北塘街,水岸花园,86,整租,南,1000,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
天津,武清,南湖,逸溪苑,115,整租,南,800,年付价,3,2,2,随时入住,1年以内,需提前预约,低楼层,8,有,暂无数据,民水,民电,有,集中供暖
天津,宝坻,南关大街,宝平景苑,83,整租,南,900,None,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,津南,咸水沽,蓝光雍锦香颂,107,整租,南,750,None,3,2,1,随时入住,暂无数据,需提前预约,中楼层,32,有,暂无数据,民水,民电,有,集中供暖
天津,滨海,大港,建安里,61,整租,南,900,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,河西,天塔街,紫金南里,22,合租,南,999,季付价,2,1,1,随时入住,3~12个月,需提前预约,高楼层,6,无,免费使用,民水,民电,有,集中供暖
天津,北辰,北仓镇,盛逸园,99,整租,南,850,None,3,1,1,随时入住,暂无数据,需提前预约,低楼层,23,有,暂无数据,民水,民电,暂无数据,集中供暖
天津,南开,华苑,莹华里,7,合租,西,1260,季付价,2,1,1,随时入住,1年,随时可看,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,宝坻,海滨,博智剑桥郡,120,整租,南,1000,None,3,2,1,随时入住,1年以内,需提前预约,低楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,塘沽,新村街,正康里,70,整租,南,1500,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,7,无,免费使用,民水,民电,有,集中供暖
天津,宝坻,潮阳大道,翰墨园,69,整租,南,1000,None,2,1,1,随时入住,暂无数据,需提前预约,低楼层,16,有,暂无数据,民水,民电,有,集中供暖
天津,东丽,华明镇,溪水河畔花园,92,整租,南,1000,季付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,24,有,免费使用,民水,民电,有,集中供暖
天津,滨海,大港,西运小区,58,整租,南,600,季付价,2,1,1,随时入住,2年以内,需提前预约,高楼层,4,无,免费使用,民水,民电,有,集中供暖
天津,宝坻,怡购,星河湾花园,160,整租,南,1000,季付价,4,2,2,随时入住,3年以内,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
天津,津南,咸水沽,众合里,82,整租,南,899,None,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
天津,河东,春华街,华腾里,15,合租,南,620,季付价,5,1,1,随时入住,3~9个月,随时可看,高楼层,6,无,暂无数据,民水,民电,有,暂无数据
天津,北辰,双街,国耀上河城,90,整租,南,800,None,2,1,1,随时入住,暂无数据,需提前预约,低楼层,27,有,暂无数据,民水,民电,有,集中供暖
天津,河东,唐家口,欣荣嘉园,15,合租,东,1099,月付价,3,1,1,随时入住,1年,随时可看,高楼层,6,无,租用车位,民水,民电,有,集中供暖
天津,东丽,东丽湖,万科城盛锦苑,61,整租,东,1400,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,14,有,免费使用,民水,民电,有,集中供暖
天津,塘沽,大沽街,晟卉花园,15,合租,南,650,月付价,4,1,2,随时入住,1~12个月,随时可看,高楼层,4,无,免费使用,民水,民电,有,集中供暖
天津,东丽,华明镇,大唐印象,82,整租,南,900,半年付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,17,有,免费使用,民水,民电,有,集中供暖
天津,西青,张家窝,王顶堤馨苑,16,合租,南,998,月付价,3,1,1,随时入住,1个月,随时可看,高楼层,30,有,免费使用,民水,民电,有,集中供暖
天津,西青,中北镇,华亭丽园,7,合租,北,990,季付价,3,1,1,随时入住,1年,随时可看,高楼层,5,无,租用车位,民水,民电,有,集中供暖
天津,西青,中北镇,溪悦园,13,合租,南,850,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,24,有,免费使用,民水,民电,有,自采暖
天津,武清,静湖,集贤花园,66,整租,南,600,None,1,1,1,随时入住,暂无数据,需提前预约,中楼层,15,有,暂无数据,民水,民电,有,集中供暖
天津,南开,广开街,吉安里,10,合租,东,601,季付价,3,1,1,随时入住,3~12个月,随时可看,高楼层,8,有,免费使用,民水,民电,有,集中供暖
天津,塘沽,新河街,滨海明发广场,85,整租,南,1500,季付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,24,有,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,塘沽,大沽街,八方观园,28,合租,南,850,月付价,4,1,2,随时入住,1~12个月,随时可看,高楼层,28,有,免费使用,民水,民电,有,集中供暖
天津,津南,咸水沽,景明大厦,97,整租,东,800,季付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,31,有,免费使用,民水,民电,有,集中供暖
天津,西青,中北镇,溪悦园,13,合租,南,850,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,24,有,免费使用,民水,民电,有,自采暖
天津,宝坻,怡购,河景园南区,54,整租,南,1000,None,1,1,1,随时入住,2年以内,需提前预约,高楼层,11,有,暂无数据,民水,民电,有,集中供暖
天津,武清,下朱庄,君利新家园,93,整租,南,700,季付价,2,2,1,随时入住,1年以内,一般下班后可看,低楼层,7,有,暂无数据,暂无数据,暂无数据,有,集中供暖
天津,滨海,汉沽,平阳里,59,整租,南,1000,None,2,1,1,随时入住,1年以内,需提前预约,中楼层,4,无,免费使用,民水,民电,有,集中供暖
天津,津南,八里台,大唐盛世,79,整租,南,700,None,2,2,1,随时入住,暂无数据,需提前预约,低楼层,28,有,暂无数据,民水,民电,有,集中供暖
天津,西青,精武镇,中骏柏景湾,96,整租,南,1000,季付价,3,1,2,随时入住,2年以内,需提前预约,低楼层,13,有,暂无数据,民水,民电,有,集中供暖
天津,西青,中北镇,水溪苑,13,合租,南,1000,月付价,3,1,1,随时入住,1~12个月,随时可看,中楼层,19,无,免费使用,民水,民电,有,自采暖
